"CUSTOMERID","PHONE","FIRSTNAME","LASTNAME","ADDRESS","ZIPCODE","CITYID","BALANCEDUE"
7154,"8169908810","Danielle","Williams","2795 Lovers Lane","64118",3071,0
7155,"9168486195","Harriet","McCartney","7598 Southern Drive","95825",236,0
7156,"4130094319","Paul","Coffey","7756 Dixie Way","01351",2399,0
7157,"6189792699","Basil","Love","6285 Humble Avenue","62225",1855,0
7158,"3130855931","Clyde","Farley","8763 Cumberland Hills Drive","48120",2773,0
7159,"3102445494","Ruth","Rainwaters","3543 Blue Lake Way","90250",417,-0.03
7160,"4198699839","Mark","Kinser","2294 Center Point Road","43601",4357,0
7161,"6097591754","Faye","Francis","7951 Front Street","08008",5974,0
7162,"5182796700","Bernice","DeVore","5775 Indian Lake Road","12839",3915,0
7163,"6092684401","Christine","Fowler","754 Deer Park Lane","08650",3692,0
7164,"9087501943","Cal","Sanders","1045 Plum Springs Road","07080",3677,0
7165,"2108602763","Archie","Daniel","1493 Hidden Point Drive","78265",5286,0
7166,"6192031537","Martha","Proctor","8998 Center Street","92109",5858,0
7167,"4155631665","Jeff","Ford","8511 Pebble Creek Drive","94960",629,0.01
7168,"6151377376","Doris","Love","7433 Blackjack Road","37040",4970,0
7169,"3048903599","Louis","Adams","8479 High Street","25414",6040,0.01
7170,"9047886099","Wendell","Palmer","8280 Indian Lake Road","33620",1330,0.01
7171,"4193538620","Martha","Finn","8323 Whisper Woods Road","43460",4327,0
7172,"9130280826","Conrad","Matthews","8991 Pleasant Ridge Road","66061",2053,0
7173,"6148284418","Stan","Rippy","5017 Wildwood Street","43701",4398,0
7174,"2123593315","Reva","Griffen","1382 Boiling Springs Road","10001",3988,-0.03
7175,"7139633372","Gene","Shields","6439 Market Street","77587",5302,0
7176,"4125538427","Faye","Ray","5330 Jackson Avenue","15219",5899,0
7177,"8104549349","Cindy","Wells","6021 Horse Park Lane","48099",2900,0
7178,"9014514312","Jolene","Sanders","7979 Timber Trail","38261",5046,0
7179,"6064807514","Stephen","Hurt","2173 Dixie Way","40475",2137,0
7180,"4156104337","Melinda","Hays","650 Stillhouse Road","94142",639,0.01
7181,"4074694968","Artie","Petty","618 High Street","32802",1230,0.01
7182,"5101040869","Gordon","Hardin","1656 Garden Street","94549",453,0.01
7183,"3120319432","Whitney","Riley","2926 Volunteer Drive","60601",5866,0
7184,"2017890373","Laura","Huffman","2223 Bayshore Drive","07834",6095,0
7185,"6169021701","Cal","Price","5599 Horse Park Lane","49501",2797,0
7186,"8045735965","Damon","Palmer","6585 Weeping Willow Road","23320",5423,0
7187,"9161167376","Lillie","McCartney","6869 Whisper Woods Road","95660",539,0
7188,"5084344322","Lisa","Hampton","3206 19th Avenue","02403",2286,0
7189,"7033487449","Beverly","Simpson","4600 N. Main Street","20164",5508,0
7190,"5059915882","Albert","Newman","6332 Reservoir Drive","87101",3734,0
7191,"6108893823","Jesus","Page","6841 Pleasant Valley Drive","18105",4543,0
7192,"6192300202","Buck","Page","92 Plank Road","92024",372,0
7193,"5056070385","Jing","Hester","2998 Tyler Court","87101",3734,0
7194,"9183588943","Vern","Rogers","5073 Southern Hills Court","74103",4455,0
7195,"5010329156","Thelma","Froedge","694 84th Avenue","72201",131,0
7196,"4090763687","Orville","Parrish","918 Hillsdale Drive","77550",5160,0
7197,"8159551651","Alvie","Shields","8034 Greenfield Lane","61021",1687,0
7198,"4106148671","Patricia","Petty","7817 High Street","21203",2522,0
7199,"6151142481","DuJuan","Nichols","1120 Rebecca Drive","37091",5011,0.01
7200,"2034497008","Mandy","McCartney","3596 Castle Heights Road","06074",936,0
7201,"2021462668","Cheryl","Fugate","4038 Pine Branch Trace","20013",5927,0
7202,"2127518876","Maureen","Rogers","4226 Owens Street","10001",3988,0.01
7203,"6193913925","Winston","Riley","5569 Sunnyhill Trace","92109",5858,0
7204,"5021116097","Lou Ann","Garner","6967 Cherry Street","40601",2098,0.01
7205,"7176083556","Shirley","Cox","5427 Countrywood Drive","18360",4784,0
7206,"2131688036","Debbie","Hampton","2053 Gin Still Lane","90052",5857,0
7207,"7083572347","Dennis","Rich","3176 Poplar Ridge Road","60067",1817,0
7208,"5202690188","Janet","Riddle","5862 47th Street","85726",214,0
7209,"4191020706","Kimberly","Riggs","7997 Greenfield Lane","43601",4357,0
7210,"7140485093","Dewey","Hays","1319 Audubon Drive","92352",458,0
7211,"8045777916","Wayne","Fields","3553 Morningside Drive","23607",5487,0
7212,"7146339037","Ernest","Locke","8037 Wildwood Street","92316",266,0
7213,"5104833009","Jesse","Groves","1731 12th Avenue","94550",477,0
7214,"6065792954","Mildred","Gray","1595 Flat Rock Road","41017",2085,0
7215,"6195929331","Carol","Drake","569 Cemetery Road","92312",252,0.01
7216,"9128373093","Patricia","Downing","7663 Lovers Lane","31201",1434,0
7217,"9145823338","Lester","Daniel","3353 Circle Drive","12508",3815,0
7218,"7158194445","Bessie","Pickett","1257 Skyline Drive","54701",5912,0
7219,"5101167103","Debbie","Harvey","3900 Edgewood Drive","94617",543,0.01
7220,"3142228604","Mary","Francis","6052 Montgomery Drive","63166",3127,-0.03
7221,"8050945551","Sheila","Ferguson","7312 Berrywood Drive","93030",560,0
7222,"6126813420","Jeff","Denton","8441 Woodland Drive","55401",5860,0
7223,"2069021107","Marcy","Ray","6034 Lois Lane","98310",5562,0
7224,"2129760566","Marsha","Rice","578 Timber Trail","10001",3988,-0.03
7225,"9146929432","Juanita","Richmond","2586 Lake Terrace Drive","10702",4127,0
7226,"4052125135","Lillie","Fuller","2329 Southern Hills Court","73125",4439,0
7227,"6192177219","Jackie","Mallory","6778 125th Avenue","92109",5858,0
7228,"6091390791","Cathy","Oliver","6828 Main Street","08002",6047,0
7229,"6141614707","Chelsea","Riggs","4492 Circle Drive","43081",4380,0
7230,"2126797288","Nathan","O'Connor","8565 Shakertown Road","10001",3988,0
7231,"6149718681","Henry","Pardue","6361 Johnson Drive","43050",4280,0
7232,"9159663011","Terri","Hamilton","5895 Locust Street","79910",5138,0
7233,"3120039625","James","Piper","2198 Owens Street","60601",5866,0
7234,"7030821231","Howard","Bailey","3004 Industrial Drive","22015",5418,0
7235,"7143279459","Chester","Cook","3399 Whisper Woods Road","92674",634,0.01
7236,"8014229528","Bud","Givens","2759 Locust Street","84117",5367,0
7237,"6167733451","Tom","Pitts","1444 Kennedy Drive","49016",2747,0
7238,"3104486632","Emma","Howell","518 Cline Avenue","90274",598,0
7239,"8049837197","Kent","Dalton","1938 Club Circle","23705",5494,0
7240,"7039427275","Stephen","McDonald","2114 Executive Park Drive","24605",5413,0
7241,"2125411152","Carrie","Dalton","1319 Breckinridge Street","10001",3988,0
7242,"3022164996","Lillie","Nakamura","5321 Fairways Drive","19899",986,0
7243,"2011437669","Lynn","Herndon","7180 Mountain View Drive","07026",3506,0.01
7244,"6142469512","Bart","Frost","5315 Green Ridge Road","43216",4178,0
7245,"5139461476","Linda","Dillard","2105 Cottontail Circle","45202",4173,0
7246,"4044928960","Elaine","Neal","5520 Williamsburg Drive","30358",1459,0
7247,"5204198280","Terri","Morrison","8710 Horse Park Lane","85726",177,0
7248,"2032937930","Kaye","Hammer","440 Berrywood Drive","06497",942,0.01
6588,"7145201954","Bill","Proctor","5429 Highland Court","92552",525,0.01
6589,"6258989","Trina","Massey","5280 Indian Lake Road","",5619,0
6590,"2165743961","Sherri","Hatfield","2530 Gerogetown Drive","44131",4334,0
6591,"5151395904","Clinton","Gentry","6630 Fairways Drive","50036",1530,0
6592,"5087075559","Luther","Pace","8197 Plainview Road","02760",2411,0
6593,"7174326045","Jolene","McGuire","6981 Sunset Place","18634",4712,0
6594,"2051841990","Julie","Mills","7314 Orange Cemetery Road","35401",100,0
6595,"9142138562","Elwood","Donaldson","5169 Tyler Court","12550",3990,0
6596,"5121499964","Nadine","Ross","1350 Greensburg Street","77954",5119,0
6597,"8167182369","Brenda","Redford","882 Cedar Avenue","64108",3083,0
6598,"5033014862","Dan","Turner","5576 Rocky Mound Road","97208",4515,0
6599,"2196677676","Milt","Hammer","7783 Roseville Road","46802",1936,0
6600,"8155147384","Amy","Middleton","8671 Brookdale Road","60901",1751,0
6601,"6198433739","Frieda","Jenkins","249 12th Avenue","92025",373,0
6602,"8103042129","Christa","King","2081 Greenfield Lane","48473",6509,0
6603,"9144781130","Heather","Garrett","2823 Stillhouse Road","10802",3986,0
6604,"2146220822","George","Jackson","6931 Southern Hills Court","75074",5262,0
6605,"2138428906","Marion","London","6988 Roseville Road","90052",5857,0
6606,"6199182352","Sheila","Mayes","2625 Cemetery Road","92054",546,0.01
6607,"8173387663","Sean","Embry","6257 Tyler Court","76117",5171,0
6608,"6125381459","Jesse","Driver","3621 Woodland Drive","55401",5860,0
6609,"6196921394","Pierre","Bowe","5889 Poplar Ridge Road","92109",5858,0.01
6610,"5186343937","Gene","Hughes","7421 Shakertown Road","12301",4060,0
6611,"9072310458","Henry","Williams","1872 Green Ridge Road","99501",2,0
6612,"2163832681","Joan","Harrison","6674 12th Avenue","44309",4130,0
6613,"7139379112","Harriet","Norris","899 Horseshoe Road","77013",5907,0
6614,"8142923368","Grayson","Carter","6776 Meadowlake Drive","16830",4589,0
6615,"3123792673","Eugene","Meyer","6015 Owens Street","60601",5866,0
6616,"4084071409","Bernice","Dixon","6908 Pleasant Valley Drive","95035",513,0
6617,"7171667970","Cassy","Parrish","3889 Harbor Drive","17851",4706,0
6618,"2034868825","Christa","Carver","319 Mud River Valley Road","06460",894,0
6619,"2013175434","Joseph","Jackson","2361 Hillsdale Drive","07481",3730,-0.03
6620,"2128475212","Warren","May","141 West Street","10001",3988,0
6621,"2130214166","Nick","Locke","2387 Garden Street","90717",481,0.01
6622,"3120965263","Harold","Perkins","265 Westland Street","60601",5866,0
6623,"6105378664","Neal","McGuire","3965 Butler Road","18016",4561,0
6624,"2149445712","Karen","Hines","8755 Audubon Drive","75221",5121,0
6625,"2120272292","Regina","Riley","5789 125th Avenue","10001",3988,0
6626,"7136284715","Elwood","Abrams","5380 Virginia Street","77013",5907,0
6627,"7146109808","Debbie","Link","7665 Highland Court","92552",525,0
6628,"6149888820","Kirby","Wood","435 Hazelwood Drive","43068",4323,0
6629,"5032204055","Wendell","Mansfield","4703 Tobacco Road","97401",4480,0
6630,"2062193809","Brian","Ralston","8170 West Ridge Drive","98063",5594,0
6631,"9163563767","Nick","Cunningham","8044 Lovers Lane","96049",602,0
6632,"2134304060","Harlen","Alexander","5507 Bayshore Drive","90052",5857,0
6633,"4076242032","Gladys","Pickett","7731 Oak Street","32725",1061,0
6634,"9168905429","Amos","McCartney","3235 Washington Street","95608",290,0
6635,"9087442399","Courtney","Pendleton","2102 Executive Park Drive","08863",3500,0
6636,"6038399854","Hunter","Jackson","8721 Woodvale Drive","03053",3402,0
6637,"5081068661","Kirby","Brown","2429 Sequoia Lane","02740",2403,0
6638,"6029651363","Lana","Richmond","8444 Orchard Valley Drive","85026",197,0
6639,"7028481474","Andrew","Goff","3822 Oxford Way","89110",3793,0
6640,"2122100905","Nora","Sanders","5640 Berrywood Drive","10001",3988,0
6641,"8019235558","Derek","Howe","2083 Hot Springs Avenue","84651",5374,0
6642,"3143426527","Jing","Donaldson","2911 Brookdale Road","63122",3086,0.01
6643,"2127421228","Ruby","Mayes","1727 Center Point Road","10001",3988,0
6644,"2052955572","Everett","Grimes","2913 Orchard Valley Drive","35950",13,0
6645,"2163613736","Amy","Norris","8888 Homewood Blvd.","44515",4137,0
6646,"2154676969","Jackie","Hale","2367 Hatchet Drive","19104",4739,0
6647,"4060827701","Owen","Carrow","8295 Hot Springs Avenue","59801",3222,0
6648,"3131798356","Kristen","Pruitt","2583 Cherry Street","48231",2775,0
6649,"2033056000","Tina","Pedigo","7251 Stillhouse Road","06492",952,0
6650,"8059580998","Garlan","Kirby","267 Halltown Road","93535",460,0.01
6651,"8181066608","Charlotte","Love","5506 Morningside Drive","91770",621,0.01
6652,"3179535389","Darcy","Henderson","6483 Iris Drive","46206",1955,0
6653,"6196340019","Jack","Justice","5125 Shoreside Drive","92109",5858,0.01
6654,"6143899843","Burt","Lindsey","3048 Sherwood Lane","43216",4178,0
6655,"3125618742","Lenny","Allen","7812 Berrywood Drive","60601",5866,0
6656,"5040521334","Courtney","Parker","4548 Circle Drive","70821",2158,0.02
6657,"9160755080","Alma","Rush","4220 Airport Road","91030",682,0
6658,"2105210195","Shirley","Proffitt","2471 Plank Road","78041",5212,0
6659,"7044927116","Gladys","Parrish","3642 Dolhous Drive","28202",5898,0.01
6660,"9154056565","Julie","Grissom","7158 Brookdale Road","79701",5235,0
6661,"2134990389","Henry","Robertson","5395 Bayshore Drive","90052",5857,0.01
6662,"2137601764","Lenny","Meyer","3133 Indian Lake Road","90052",5857,0
6663,"5109046866","Lana","Martin","5444 Hilltop Road","94566",587,0.01
6664,"2131301439","Harriet","Reeves","5569 Rebecca Drive","90201",256,0
6665,"8165496967","Hunter","Farmer","5689 Lois Lane","64501",3126,-0.03
6666,"4140397921","Owen","Pace","8090 Shakertown Road","53129",5731,0
6667,"2131271532","Fred","Bowe","887 Creekwood Avenue","90052",5857,0
6668,"3146935289","Linda","Harper","4057 Gin Still Lane","63128",3056,0
6669,"3192106634","John","Newman","5003 Brown Street","52722",1529,0
6670,"8187133998","Taylor","Holland","5688 Cherry Street","91364",6588,0.01
6671,"5181349308","Arnold","Wood","320 Cairo Road","12211",3948,0.02
6672,"9088804206","Hugh","Fowler","1294 Sunset Place","07060",3707,0
6673,"7084861526","Jesse","Dye","5113 Sugar Grove Road","60505",1621,0
6674,"6098636315","Jasper","Griffen","5807 Sanders Ferry Road","08050",6292,0
6675,"5106775248","Laura","Scott","4718 Cherry Street","94560",533,0.01
6676,"3126301712","Mark","Thompson","2288 Cherokee Road","60601",5866,0
6677,"8041859657","Sandy","Fuller","352 S. Main Street","24572",5474,0
6678,"7148308846","Helen","Kirby","4004 Stillhouse Road","92647",428,0.01
6679,"2129929768","Eugene","Graham","623 Virginia Street","10001",3988,0.01
6680,"6030627111","Mandy","Mills","408 Timber Trail","03824",3378,0
6681,"7168655143","Emma","Madden","2974 Deerwood Drive","14240",3825,0
6682,"7133410880","Kirby","Underwood","1986 Green Street","77013",5907,0
6683,"6185809605","Anissa","Pratt","364 Ridge Top Road","62471",1876,0
6684,"8031590708","Lester","Davidson","714 Green Street","",4927,0
6685,"6083515558","Horace","Griffen","7269 Union Road","53821",5776,0
6686,"5173312939","Morris","Abel","3088 Trident Place","48901",2832,0
6687,"5026848679","Russell","Groce","2084 Skyline Drive","42101",5875,0.01
6688,"9164788162","Donna","Sanders","7305 Meadowlake Drive","95823",572,0.01
6689,"8032519370","Helen","Gregory","8739 Center Point Road","29640",4892,0
6690,"2070474524","Luther","Rose","7884 Pine Branch Trace","04101",2715,0
6691,"4101209548","Cassy","Horn","2631 Woodvale Drive","21114",2553,0
6692,"7032042202","Llewellyn","Kinser","2796 High Street","22041",5407,0.01
6693,"2197775209","Elwood","Donaldson","2248 Austin Drive","46530",1943,0
6694,"9045233336","Crystal","Sparks","2396 Weeping Willow Road","32507",1339,0
6695,"4199974240","Alfred","Hicks","8147 Lake Terrace Drive","43601",4357,0
6696,"2133213132","Miranda","Reasoner","1250 Mud River Valley Road","90052",5857,0.02
6697,"3138090578","Wayne","Hall","3765 Mason Court","48182",2896,0
8127,"6097984799","Alan","Shannon","5599 River Street","08332",3585,0
8128,"5166053565","Jahala","Harris","6565 Deerwood Drive","11510",3805,0
8129,"5046585011","Darcy","Justice","2042 Payne Road","70113",5864,0.01
8130,"3144695168","Julie","Payne","7351 Rocky Mound Road","63166",3127,-0.03
8131,"2013313339","Roger","Simmons","6794 Skyline Drive","07111",3535,0.01
8132,"8011685247","Aubrey","Norris","4272 Owens Street","84107",5392,0.01
8133,"4159678675","Betty","Matthews","73 Humble Avenue","94142",639,0
8134,"5134892970","Wanda","Justice","7697 West Street","45331",4222,0
8135,"7194943061","Ruby","Reasoner","7100 Center Point Road","80901",5870,0
8136,"2099192079","Bert","Howell","1330 Roberts Road","93706",395,0
8137,"8034201329","Nancy","Pace","4340 Riverside Avenue","29905",4925,0
8138,"2131255316","Grayson","Oberhausen","7896 Park Street","90052",5857,0
8139,"3605260466","Mary","Martin","5416 125th Avenue","98501",5640,0
8140,"6146194414","Alan","Groves","3149 Woodland Drive","43216",4178,0
8141,"4040334999","Alvin","Dennison","545 Bayshore Drive","30033",1446,0
8142,"7029918926","Sally","McCartney","5589 Wildwood Street","89114",5894,0
8143,"8174613475","Elvis","Ramsey","753 Skyline Drive","76101",5906,0
8144,"2168372947","Leisha","Pruitt","236 West Ridge Drive","44140",4141,0
8145,"8011843034","Hoyt","Richards","2084 Timber Trail","84010",5344,0.01
8146,"2087453758","Craig","Oberhausen","8833 Wildwood Street","83702",1594,0
8147,"8011738850","Angela","Wade","6195 Audubon Drive","84101",5383,0.01
8148,"5082338392","Anthony","Queen","2569 Pepper Street","01550",2456,0
8149,"9043864742","Floyd","Mason","3952 Cave Springs Road","32203",1129,0.01
8150,"9164034952","Penny","Norris","2019 Bayview Drive","95823",572,0
8151,"8130477511","Sherri","Sharp","332 Center Street","34640",1159,0
8152,"5089549575","Wayne","James","6374 Hazel Path","01749",2354,0
8153,"8184768429","Brad","Zhang","4291 Webster Road","91745",413,0.01
8154,"6123851126","Aubrey","Runner","3757 Sterling Road","55112",2923,0.01
8155,"8089917256","Dallas","Clay","2945 Sunnyhill Trace","96782",1511,-0.03
8156,"2017441841","Alfred","Hill","655 35th Street","07663",6444,0.01
8157,"2137273131","Chandler","Peck","5567 Plum Springs Road","90052",5857,0
8158,"4154378383","Lloyd","Gregory","4970 Shoreside Drive","94142",639,0
8159,"5037296020","Regina","Vincent","3889 Woodvale Drive","97034",4497,0
8160,"8172372439","Hazel","James","7886 Locust Street","76544",5151,0
8161,"3175896233","Dewey","Locke","332 Windy Hill Road","46206",1955,0
8162,"2158913130","Lenny","Fugate","9019 Center Point Road","19104",4739,0
8163,"9124162617","Kirby","Cash","359 Halltown Road","31717",1370,0
8164,"8172239699","Mindy","Markham","8495 15th Street","76101",5906,0
8165,"2136003684","Keith","Howe","8774 Orchard Valley Drive","90052",5857,0.01
8166,"8178947394","Tracy","Page","1823 Audubon Drive","76201",5127,0
8167,"5047626831","Howard","Jones","6113 Rocky Mound Road","70123",2229,0.01
8168,"2075798886","Crystal","Mayhew","694 Church Street","04084",2728,0.01
8169,"8085075994","Glen","Pratt","2350 Elm Hill Circle","96815",1494,0.01
8170,"7086942191","Alvie","Reynolds","5799 Brown Street","60477",1872,0
8171,"7069764855","Susan","Riddle","273 Center Street","31908",1385,0
8172,"3193691152","Trina","Lindsey","3975 Creekwood Avenue","52353",1586,0
8173,"2147580696","Wanda","Kirby","3626 Cave Springs Road","75056",5315,0
8174,"3131998348","Ray","Zeller","3402 Meadowlake Drive","48106",5890,0
8175,"4078963482","Floyd","Ramsey","4141 Logan Street","34985",1268,0.02
8176,"3188829917","Betty","Grace","3273 Sunnyhill Trace","70544",2190,0.01
8177,"3138944348","Ada","Underwood","4696 Boiling Springs Road","48231",2775,0
8178,"5054095107","Jay","Pruitt","1714 Virginia Street","87107",3756,0
8179,"5039773880","Joan","London","1866 Summers Road","97520",4465,0
8180,"4081555908","Lillie","Garrett","1286 Dorcas Drive","95113",642,0.01
8181,"2199179222","Christine","Love","2318 Williamsburg Drive","46401",1940,0
8182,"2124152399","Artie","Fields","2197 Carrington Road","10001",3988,0
8183,"4044871303","Gaylen","Hall","4317 Woodland Drive","30364",1402,-0.03
8184,"4142573469","Derek","Rice","8166 Industrial Drive","53916",5706,0
8185,"2057320844","Curtis","Hays","1513 Market Street","35601",33,0
8186,"7046874263","Jahala","Perkins","3629 Flat Rock Road","28043",3249,-0.03
8187,"2018849946","Basil","Givens","3319 Green Street","07303",3539,0
8188,"5105913809","Dwight","Buchanon","7379 Payne Road","94501",219,-0.03
8189,"4095285133","Preston","Herndon","2560 Pepper Street","77590",5314,0
8190,"4141920420","Joseph","Tanner","1233 Washington Street","53095",5807,0
8191,"5169858435","Harriet","Haley","1111 Dolhous Drive","11746",3917,0
8192,"2126933633","Hunter","Hunton","3033 MacBeth Lane","10001",3988,0.01
8193,"8058176842","Leonard","Taylor","7904 Small Street","93065",675,0
8194,"9132813171","Allen","Fostor","2675 Harbor Drive","66202",2055,0.01
8195,"2105980241","Preston","Denton","7508 Cumberland Hills Drive","78265",5286,0
8196,"4121611598","Lessie","Grayson","7681 Cedar Avenue","15205",4599,0
8197,"3607656168","Arnold","Phelps","4534 Payne Road","98662",5686,-0.03
8198,"7169239981","Luther","Walker","4391 Hatchet Drive","14240",3825,0.01
8199,"7025649590","Susan","McCartney","5026 84th Avenue","89501",3788,0
8200,"2120643400","Dale","Locke","7329 Executive Park Drive","10001",3988,-0.03
8201,"9193997927","Carlos","Johnson","805 Trail East Drive","28390",3306,0
8202,"8045404159","Patricia","Key","3523 White Oak Court","23458",5519,0.01
8203,"6056866169","Jewell","Vincent","2885 Main Street","57350",4949,0.01
8204,"3018710806","Basil","Foster","3999 Windsor Park Lane","21045",2551,0
8205,"4078323249","Chandler","Proctor","6924 Railroad Avenue","33444",1060,0.01
8206,"8011558415","Harold","Hooks","3655 Deerwood Drive","84101",5383,-0.03
8207,"5049716035","Burt","Carter","7439 Riverside Avenue","70009",2207,0.01
8208,"6129112504","Randy","Little","5840 Park Street","55427",2960,0.01
8209,"2167856282","Bill","Mills","3151 Mountain View Drive","44146",4144,0
8210,"4089104004","Gladys","Williams","8819 Girkin Road","93907",628,0
8211,"2147775126","Ricardo","Pardue","5940 Green Acres Road","75051",5167,0.01
8212,"3105644117","Hank","Stamps","5009 Jackson Avenue","90210",263,0
8213,"8017170467","June","Parker","6391 West Street","84629",6127,0
8214,"2030991915","Patrick","White","5145 Buchanan Circle","06385",954,-0.03
8215,"8187444475","Jahala","England","3458 Plum Springs Road","91778",640,0.02
8216,"5152844543","Clyde","Combs","6895 Plainview Road","50401",1567,0
8217,"5038983328","Elwood","Oliver","6273 Homewood Blvd.","97030",4488,0
8218,"7158066025","Keith","Long","5739 Elm Street","54729",5714,0
8219,"4089571742","Carrie","Brown","4698 Garden Street","95113",642,0.01
8220,"4145285708","JoAnne","Pruitt","6565 Timber Trail","53201",5757,0
8221,"6192386448","Maureen","Killen","5172 Greenfield Lane","92109",5858,0
8222,"7041019756","Owen","Elmore","8850 Club Circle","28025",3241,0
8223,"6175945423","Gilbert","McCartney","2759 Bayview Drive","02151",2437,0
8224,"5055394843","Jesse","Middleton","7838 Elm Street","87571",6516,0
8225,"2105466324","Lori","Peck","2583 Pleasant Valley Drive","78265",5286,0
8226,"5204026446","Cal","Zhang","8624 Hot Springs Avenue","85726",214,0
8227,"5036733551","Melanie","Simmons","3725 Roberts Road","",4510,0
8228,"9017376043","Rhonda","Graham","6777 Breckinridge Street","38101",5018,-0.03
8229,"5025667413","Burt","Smith","8607 Elm Street","42101",5875,0.01
8230,"6093130022","Anita","Tuck","7047 Roseville Road","08360",3701,0.01
8231,"9049999597","Curtis","McCoy","8413 Industrial Drive","32174",1232,0
8232,"3122745092","Claudia","Holland","1901 Cardinal Lane","60601",5866,0.01
8233,"5099257865","Kelly","Lawrence","5654 Stillhouse Road","99210",5674,-0.03
8234,"3030274876","Ricardo","Johns","1528 Clay Avenue","80525",792,0.01
8235,"7086573371","Emma","Pace","4335 Virginia Street","60465",1819,0
8236,"3143438386","Susan","Parker","6409 Poplar Ridge Road","63857",3084,-0.03
7358,"4142297582","Nathan","Ingram","6235 Creekwood Avenue","53140",5741,0
7359,"5082555237","Orville","Freeman","6001 Castle Heights Road","01760",2401,0
7360,"2142730763","Sheila","Jordan","5280 Hillsdale Drive","75221",5121,0
7361,"8156455296","Burt","Cook","8781 Hazel Path","60115",1683,0
7362,"2039945181","Leon","Madison","1134 Saddlebrook Way","06904",939,0
7363,"6100462949","Miranda","Pace","7733 24th Street","19464",4747,0
7364,"2126337495","Damon","Knight","3697 Brookdale Road","10001",3988,0
7365,"6192500467","Lee","Elliott","3880 College Street","92109",5858,0
7366,"2012425076","Jolene","Powell","4910 Buchanan Circle","07110",3610,0
7367,"3175911994","Carol","Thomas","2809 Green Ridge Road","47302",1978,0
7368,"5120553810","Brent","Hatcher","5783 Whisper Woods Road","78767",5065,0
7369,"7173194456","Adam","Patterson","3321 Breeder Road","18512",4612,0
7370,"6148084653","Christine","Phillips","3802 Hazelwood Drive","43216",4178,0
7371,"3138902208","Dee","Katchak","8244 Church Street","48071",2837,0
7372,"3163050937","Gina","Bowe","5817 Roberts Road","67460",2049,0.02
7373,"7017039787","Alan","Donaldson","4733 Windy Hill Road","58301",3320,0
7374,"8130258046","Adam","Gillespie","4413 Church Street","34698",1064,0
7375,"2137226935","Marcy","Howell","4028 Elm Street","90052",5857,0
7376,"5021984310","Maureen","White","6375 Green Street","40160",2136,0.01
7377,"9167875733","Thad","Osborne","5885 Oak Street","95682",283,0
7378,"7089306307","Rachel","Martin","2408 Main Street","60188",1656,0
7379,"2136172002","Belinda","North","5402 Harbor Drive","90201",257,0.01
7380,"7147683468","Shirley","Mansfield","8284 Rocky Mound Road","92546",420,0.01
7381,"4199799099","Frieda","Sharp","8647 Windy Hill Road","43601",4357,0
7382,"6197684086","Cathy","Bowe","848 Reservoir Drive","91910",306,0.01
7383,"2068867468","Courtney","Hanes","4495 Cherokee Road","98101",5664,0
7384,"7081208776","Clyde","Love","2895 Liberty Street","60482",1904,0
7385,"6140164322","Donna","Taylor","7150 Cemetery Road","43216",4178,0
7386,"2120539474","Belinda","Hicks","4853 River Street","10001",3988,0
7387,"3127036978","Bryce","Drake","5890 Happy Hollow Road","60601",5866,0
7388,"2099429552","Inga","Walker","138 Tick Ridge Road","93635",489,0
7389,"2147737705","Conrad","Shields","8523 Creekwood Avenue","75040",5161,0
7390,"8136625155","Charlotte","Madison","2879 Audubon Drive","34698",1064,0
7391,"4082869175","Roy","Abrams","2422 Dixie Way","95113",642,0
7392,"2138756086","Dan","Shaw","1136 47th Street","90052",5857,0.01
7393,"2174123079","Richard","Brown","7399 Club Circle","62703",1862,0
7394,"2135585089","Patricia","Lee","6761 84th Avenue","90052",5857,0
7395,"3019006878","Alvin","Goad","7215 Halltown Road","20707",2603,0
7396,"3048028912","Tim","Proctor","2538 Owens Street","25704",5823,0
7397,"8052841988","Byron","Herrington","528 Airport Road","93001",632,0
7398,"3055947870","Claudia","Craig","1513 High Point Street","33101",1186,0
7399,"5041433566","Colleen","Shelton","6337 Crosby Drive","70062",2193,0.01
7400,"8107402251","Amy","Hunton","3826 Clay Avenue","48080",2879,0
7401,"5206063048","Anita","Stone","1739 Pebble Creek Drive","85726",214,0
7402,"3121049146","Duane","Buchanon","6576 Fairways Drive","60601",5866,0
7403,"8040771785","Vern","Ramsey","166 Broadway Avenue","23660",5909,0.01
7404,"2068166329","Margaret","Owens","212 Trail East Drive","98002",5557,0
7405,"3340824379","Penny","Rich","1000 Butler Road","36104",66,0
7406,"8186544418","Todd","England","5999 Liberty Street","91205",404,0
7407,"5019422860","Tina","Monroe","6117 Rocky Mound Road","72201",131,0
7408,"8015463319","Madison","Sexton","2381 Elm Street","84401",5371,0
7409,"6170060901","Amy","Hudson","6055 Gin Still Lane","02109",2280,0
7410,"7142796073","Bill","West","334 Morningside Drive","92642",399,0
7411,"3158267329","Martha","Clark","7618 Green Ridge Road","13220",4085,0
7412,"3052711290","Vivian","Cartwright","1484 Weeping Willow Road","",1168,0
7413,"3191658676","Jack","Fields","570 Whisper Woods Road","52205",1526,0
7414,"7037316863","Gary","Justice","5793 Plank Road","22150",5506,0
7415,"2016165875","Avery","Hunton","3269 River Street","07055",3625,0.01
