"SERIALNUMBER","CUSTOMERID","MODELTYPE","PAINTID","FRAMESIZE","ORDERDATE","STARTDATE","SHIPDATE","SHIPEMPLOYEE","FRAMEASSEMBLER","PAINTER","CONSTRUCTION","WATERBOTTLEBRAZEONS","CUSTOMNAME","LETTERSTYLEID","STOREID","EMPLOYEEID","TOPTUBE","CHAINSTAY","HEADTUBEANGLE","SEATTUBEANGLE","LISTPRICE","SALEPRICE","SALESTAX","SALESTATE","SHIPPRICE","FRAMEPRICE","COMPONENTLIST"
8508,2900,"Road",2,52,01-MAY-98,05-MAY-98,30-MAY-98,15293,29387,12512,"Bonded",2,"Gilbert Tanner","English",2,89097,53,41.5,73,73.5,1714.48,1710,145.35,"NY",70,379,913
8509,4726,"Mountain",13,14.5,18-JUL-98,22-JUL-98,14-AUG-98,51512,15293,89097,"TIG Welded",2,"Rosie Marlow","Flash",1,34192,53.7,42.3,70.5,73.5,2494.23,2490,155.63,"TX",70,178.52,1943
8510,3613,"Race",9,58,18-JUL-98,22-JUL-98,31-JUL-98,51512,37453,93736,"Bonded",2,"Patricia Shannon","Roman",2,87295,57,41.2,73.7,73,1728.28,1720,107.5,"TX",70,393.68,913
8511,3329,"Mountain full",9,19.5,29-MAR-98,02-APR-98,21-APR-98,29387,87295,89097,"TIG Welded",2,"Rachel Carver","Script",2,34192,59.3,42.3,71,73,1763.02,1760,127.6,"CA",70,173.64,1170
8512,795,"Road",8,60,04-SEP-98,08-SEP-98,30-SEP-98,15293,29387,12512,"TIG Welded",2,"Janice Perkins","Roman",2,87295,57,41.5,73.5,73.5,3246.3,3240,194.4,"KY",70,341.6,2580
8513,575,"Tour",14,54,18-JAN-98,22-JAN-98,26-JAN-98,87295,29387,29387,"Bonded",2,"Lucille Edmunds","English",2,29387,54,41.5,73,74,1708.45,1700,68,"WY",70,372.59,913
8514,798,"Race",14,56,10-MAR-98,14-MAR-98,31-MAR-98,29387,76432,29387,"TIG Welded",2,"Henry King","Roman",2,46583,56,41,73.7,73.5,3683.97,3680,184,"AZ",70,807.2,2580
8515,741,"Race",13,62,07-FEB-98,11-FEB-98,05-MAR-98,87295,87295,29387,"TIG Welded",2,"Karen Lamb","Flash",2,89097,59,41.2,74,72.5,2927,2920,175.2,"CT",70,829.92,1752
8516,674,"Tour",9,52,29-SEP-98,03-OCT-98,10-OCT-98,51512,15293,51512,"Bonded",2,"Thelma Hill","English",2,51512,53,41.5,72.5,75,2925.39,2920,175.2,"FL",70,383.2,2197
8517,935,"Mountain",12,18,07-APR-98,11-APR-98,26-APR-98,89097,87295,89097,"TIG Welded",2,"Lou Ann London","Block",1,51512,59.2,42.3,71,73,2784.01,2780,166.8,"ME",70,486.8,1943
8518,1065,"Mountain full",2,18,03-APR-98,07-APR-98,13-APR-98,51512,87295,51512,"TIG Welded",2,"Shatika Adkins","Script",2,34192,59.2,42.3,71,73,2457.97,2450,122.5,"WI",70,139.95,1943
8519,2010,"Mountain",9,19.5,31-MAY-98,04-JUN-98,17-JUN-98,87295,76432,12512,"Bonded",2,"April Warden","Flash",2,87295,59.3,42.3,71,73,2530.44,2530,158.13,"TX",70,217.04,1943
8520,1295,"Mountain full",12,19.5,07-FEB-98,11-FEB-98,17-FEB-98,51512,37453,15293,"Bonded",2,"Archie Wolfe","English",1244,15293,59.3,42.3,71,73,2221.75,2220,133.2,"FL",70,235.65,1596
8521,2803,"Road",8,62,06-FEB-98,10-FEB-98,12-FEB-98,15293,29387,15293,"TIG Welded",2,"Ben Hoffman","English",2,87295,58.5,41.5,74,73.5,3710.33,3710,166.95,"VA",70,835.24,2580
8522,1830,"Mountain full",11,18,28-MAR-98,01-APR-98,13-APR-98,29387,87295,93736,"TIG Welded",2,"Paul Owens","English",2,46583,59.2,42.3,71,73,2761.13,2760,234.6,"NY",70,462.46,1943
8523,1894,"Mountain full",10,18,18-JAN-98,22-JAN-98,30-JAN-98,29387,87295,89097,"Welded",2,"Golda Dixon","English",2,34192,59.2,42.3,71,73,2440.82,2440,122,"NE",70,121.7,1943
8524,4930,"Race",13,56,02-OCT-98,06-OCT-98,09-OCT-98,51512,51512,29387,"TIG Welded",2,"Ada Haynes","Roman",1,87295,56,41,73.7,73.5,3646.03,3640,236.6,"MN",70,766.84,2580
8525,2450,"Mountain",6,14.5,02-FEB-98,06-FEB-98,10-FEB-98,89097,76432,87295,"TIG Welded",2,"Sam Wood","Block",1,46583,53.7,42.3,70.5,73.5,1746.63,1740,104.4,"FL",70,156.2,1170
8526,4053,"Race",12,52,21-FEB-98,25-FEB-98,22-MAR-98,51512,51512,93736,"TIG Welded",2,"Andy Elmore","Roman",382,46583,52.7,40.7,72.5,75,1640.83,1640,113.16,"KS",70,219.65,994
8527,1397,"Race",11,52,03-FEB-98,07-FEB-98,04-MAR-98,29387,51512,87295,"TIG Welded",2,"Louis Johnson","Block",2,51512,52.7,40.7,72.5,75,2434.14,2430,109.35,"VA",70,305.6,1752
8528,2121,"Race",11,58,30-MAR-98,03-APR-98,10-APR-98,15293,29387,15293,"Bonded",2,"Travis Porter","Block",2,46583,57,41.2,73.7,73,3314.74,3310,206.88,"IL",70,414.4,2580
8529,1214,"Tour",7,54,26-JUN-98,30-JUN-98,20-JUL-98,29387,29387,15293,"TIG Welded",2,"Anissa Rainwaters","English",2,15293,54,41.5,73,74,2777.17,2770,180.05,"WA",70,225.52,2197
8530,1914,"Hybrid",12,15,16-JUL-98,20-JUL-98,16-AUG-98,87295,87295,29387,"TIG Welded",2,"Warren Vincent","English",1,29387,54.5,43,70,74,2733.45,2730,188.37,"KS",70,433.01,1943
8531,2578,"Mountain",12,18,16-JUL-98,20-JUL-98,22-JUL-98,29387,37453,51512,"TIG Welded",2,"Darrin Mallory","Script",4147,46583,59.2,42.3,71,73,2171.84,2170,130.2,"NJ",70,182.55,1596
6223,5605,"Mountain",1,18,30-JAN-97,06-FEB-97,21-FEB-97,29387,37453,15293,"TIG Welded",2,"MaryJo Rector","Block",1,29387,59.2,42.3,71,73,2676.78,2670,193.58,"CA",70,170.38,1943
6224,5606,"Mountain full",1,21,08-OCT-97,23-OCT-97,29-OCT-97,87295,37453,93736,"Bonded",2,"Wilma Owens","English",2,51512,59.8,42.4,71,73,2372.7,2370,171.83,"CA",70,222.16,1596
6225,5607,"Mountain full",4,14.5,15-MAR-97,24-MAR-97,26-MAR-97,51512,51512,87295,"Bonded",2,"Gayle Lewis","Flash",1,34192,53.7,42.3,70.5,73.5,2702.41,2700,229.5,"NY",70,195.26,1943
6226,5608,"Mountain full",8,14.5,08-NOV-97,18-NOV-97,29-NOV-97,87295,87295,87295,"TIG Welded",2,"Jesse Allen","English",2,29387,53.7,42.3,70.5,73.5,2164.79,2160,156.6,"CA",70,446.3,1170
6227,5609,"Race",3,52,19-JUL-97,28-JUL-97,11-AUG-97,87295,29387,12512,"TIG Welded",2,"Christa Shields","Roman",2,29387,52.7,40.7,72.5,75,3058.01,3050,152.5,"MD",70,286.5,2197
6228,5610,"Mountain full",14,18,20-OCT-97,27-OCT-97,29-OCT-97,29387,51512,51512,"Bonded",2,"Mindy Parker","English",2,34192,59.2,42.3,71,73,2846.01,2840,142,"SC",70,334.68,1943
6229,5611,"Road",11,56,31-AUG-97,08-SEP-97,21-SEP-97,29387,29387,51512,"TIG Welded",2,"Hazel Locke","Flash",1,89097,55,41.5,73.5,73.5,3074.07,3070,222.58,"CA",70,302.1,2197
6230,5612,"Mountain full",8,19.5,11-MAY-97,14-MAY-97,23-MAY-97,87295,76432,51512,"TIG Welded",2,"Travis Cook","English",1,46583,59.3,42.3,71,73,2322.73,2320,197.2,"NY",70,173.64,1596
6231,5613,"Road",12,60,28-APR-97,05-MAY-97,07-MAY-97,51512,37453,29387,"TIG Welded",2,"Roger Massey","Flash",1,29387,57,41.5,73.5,73.5,1748.26,1740,87,"OH",70,298.9,913
6232,5614,"Race",1,58,13-JUN-97,19-JUN-97,23-JUN-97,51512,51512,87295,"TIG Welded",2,"Curtis Saltsman","English",2,15293,57,41.2,73.7,73,3968.38,3960,336.6,"NY",70,787.36,2580
6233,5615,"Race",8,50,07-OCT-97,16-OCT-97,31-OCT-97,15293,76432,93736,"TIG Welded",2,"April Reasoner","Roman",2,29387,53.1,40.7,72,75,3490.91,3490,157.05,"OK",70,706.8,2197
6234,5616,"Mountain full",9,14.5,11-OCT-97,20-OCT-97,22-OCT-97,87295,89097,15293,"TIG Welded",2,"Clyde Wilson","Script",2,46583,53.7,42.3,70.5,73.5,2633.45,2630,105.2,"LA",70,128.31,1943
6235,5617,"Mountain full",3,19.5,19-MAY-97,26-MAY-97,08-JUN-97,89097,37453,51512,"TIG Welded",2,"Carly York","Flash",339,98766,59.3,42.3,71,73,3012.27,3010,180.6,"NJ",70,496.1,1943
6236,5618,"Race",8,56,10-OCT-97,18-OCT-97,27-OCT-97,87295,87295,51512,"TIG Welded",2,"Elwood Middleton","English",2,34192,56,41,73.7,73.5,3947.25,3940,197,"AZ",70,766.84,2580
6237,5619,"Race",6,58,03-JUL-97,14-JUL-97,29-JUL-97,29387,87295,89097,"Bonded",2,"Nadine Pace","Flash",2,15293,57,41.2,73.7,73,2678.04,2670,106.8,"LA",70,362.6,1752
6238,5620,"Race",2,52,13-SEP-97,18-SEP-97,29-SEP-97,51512,37453,12512,"TIG Welded",2,"Wilma Fields","Script",2,87295,52.7,40.7,72.5,75,3077.68,3070,199.55,"MN",70,305.6,2197
6239,5621,"Mountain full",13,18,11-SEP-97,19-SEP-97,21-SEP-97,89097,37453,87295,"Welded",2,"Gilbert Rice","English",2,46583,59.2,42.3,71,73,2269.23,2260,163.85,"CA",70,121.7,1596
6240,5622,"Race",8,56,17-MAY-97,02-JUN-97,12-JUN-97,51512,51512,87295,"TIG Welded",2,"Tina Embry","Roman",2,87295,56,41,73.7,73.5,2616.34,2610,189.23,"CA",70,302.7,1752
6241,5623,"Road",10,60,22-JUN-97,25-JUN-97,01-JUL-97,51512,51512,89097,"TIG Welded",2,"Ricardo Freeman","English",2,29387,57,41.5,73.5,73.5,3015.81,3010,195.65,"MN",70,245.53,2197
6242,5624,"Race",2,62,25-MAR-97,04-APR-97,07-APR-97,29387,89097,87295,"Welded",2,"Darlene Newman","English",2,87295,59,41.2,74,72.5,1748.77,1740,104.4,"NC",70,218.4,994
6243,5625,"Race",12,58,15-JAN-97,30-JAN-97,12-FEB-97,51512,29387,89097,"TIG Welded",2,"Gladys Riddle","English",2,87295,57,41.2,73.7,73,3498.87,3490,104.7,"CO",70,331.52,2580
6244,5626,"Mountain full",1,14.5,31-MAR-97,14-APR-97,18-APR-97,15293,29387,12512,"TIG Welded",2,"Harold North","Flash",1,87295,53.7,42.3,70.5,73.5,2938,2930,212.43,"CA",70,423.99,1943
6245,5627,"Race",7,52,30-MAR-97,04-APR-97,06-APR-97,29387,37453,87295,"Bonded",2,"Jerome Cummings","English",2,51512,52.7,40.7,72.5,75,1981.4,1980,99,"WI",70,525.25,913
6246,5628,"Road",3,60,06-DEC-97,20-DEC-97,29-DEC-97,51512,76432,29387,"Bonded",2,"Alfred Morris","Roman",14,15293,57,41.5,73.5,73.5,1825.23,1820,113.75,"TX",70,373.63,913
6247,5629,"Race",6,54,23-OCT-97,01-NOV-97,16-NOV-97,87295,29387,89097,"Bonded",2,"James Rich","Flash",2,34192,54.5,41,73,74,2860.3,2860,143,"MI",70,539.55,1752
6248,5630,"Race",11,52,25-MAR-97,02-APR-97,14-APR-97,29387,37453,15293,"Bonded",2,"Carmen Cummings","Roman",1,98766,52.7,40.7,72.5,75,3550.86,3550,213,"NJ",70,382,2580
6249,5631,"Road",14,50,28-MAR-97,07-APR-97,10-APR-97,29387,76432,15293,"TIG Welded",2,"Stan Grimes","English",2,51512,53,41.5,73,73.5,1789.44,1780,0,"AR",70,257.88,994
6250,5632,"Mountain",10,14.5,15-JUL-97,23-JUL-97,29-JUL-97,51512,29387,89097,"TIG Welded",2,"Seth Reasoner","Flash",2,89097,53.7,42.3,70.5,73.5,2685.17,2680,227.8,"NY",70,178.52,1943
6251,5633,"Road",6,52,01-AUG-97,11-AUG-97,20-AUG-97,87295,15293,89097,"TIG Welded",2,"Sharon Hathaway","Script",2,87295,53,41.5,73,73.5,1664.86,1660,103.75,"UT",70,217.93,913
6252,5634,"Mountain full",13,16.5,22-FEB-98,26-FEB-98,18-MAR-98,51512,51512,87295,"Welded",2,"Melinda Lindsey","Flash",2,29387,58.2,42.3,70.5,73,2417.18,2410,204.85,"NY",70,118.48,1943
6253,5635,"Road",8,54,20-APR-98,24-APR-98,29-APR-98,51512,15293,15293,"TIG Welded",2,"Helen Ramsey","Flash",2,51512,55,41.5,73.5,73.5,2117.44,2110,126.6,"FL",70,745.18,994
6254,5636,"Mountain full",7,14.5,13-FEB-98,17-FEB-98,23-FEB-98,51512,87295,89097,"TIG Welded",2,"Darlene James","English",2,29387,53.7,42.3,70.5,73.5,1754.12,1750,109.38,"TX",70,178.52,1170
6255,5637,"Road",2,60,10-OCT-98,14-OCT-98,04-NOV-98,87295,76432,12512,"Welded",2,"Doris Hathaway","Roman",2,98766,57,41.5,73.5,73.5,3097.96,3090,216.3,"RI",70,213.5,2580
6256,5638,"Mountain full",11,16.5,21-MAY-98,25-MAY-98,07-JUN-98,29387,87295,87295,"Bonded",2,"Glen Riggs","Script",4649,87295,58.2,42.3,70.5,73,2204.64,2200,159.5,"CA",70,236.95,1596
6257,5639,"Mountain full",2,19.5,21-JUL-98,25-JUL-98,27-JUL-98,89097,37453,51512,"Bonded",2,"Herman Newman","Flash",2,89097,59.3,42.3,71,73,2526.14,2520,126,"IN",70,235.65,1943
6258,5640,"Mountain full",9,18,27-JUL-98,31-JUL-98,28-AUG-98,87295,51512,89097,"TIG Welded",2,"Rita DeVore","Flash",5470,98766,59.2,42.3,71,73,2759.71,2750,171.88,"IL",70,486.8,1943
6259,5641,"Mountain full",9,16.5,17-MAR-98,21-MAR-98,24-MAR-98,89097,87295,51512,"Bonded",2,"Owen Harvey","Flash",1,34192,58.2,42.3,70.5,73,2516.33,2510,150.6,"NC",70,225.1,1943
6260,5642,"Road",7,47,23-MAY-98,27-MAY-98,15-JUN-98,15293,15293,12512,"TIG Welded",2,"Lessie Thompson","Block",2,29387,51.7,41.5,72.5,73.5,2317.22,2310,0,"PA",70,202,1752
6261,5643,"Mountain",11,16.5,27-JUL-98,31-JUL-98,08-AUG-98,51512,87295,89097,"Welded",2,"Richard Underwood","Flash",4323,89097,58.2,42.3,70.5,73,1698.29,1690,143.65,"NY",70,118.48,1170
6262,5644,"Road",6,62,11-JUL-98,15-JUL-98,19-JUL-98,87295,87295,15293,"TIG Welded",2,"Taylor Long","Script",1243,15293,58.5,41.5,74,73.5,2364.44,2360,171.1,"CA",70,252.77,1752
6263,5645,"Mountain full",3,19.5,20-APR-98,24-APR-98,09-MAY-98,51512,76432,29387,"TIG Welded",2,"Mark Taylor","Roman",1606,51512,59.3,42.3,71,73,1749.59,1740,126.15,"CA",70,173.64,1170
6264,5646,"Mountain",2,14.5,11-JUL-98,15-JUL-98,19-JUL-98,87295,37453,93736,"TIG Welded",2,"June Neal","Script",2,51512,53.7,42.3,70.5,73.5,2129.55,2120,95.4,"OK",70,156.2,1596
6265,5647,"Road",12,56,17-SEP-98,21-SEP-98,29-SEP-98,87295,37453,15293,"TIG Welded",2,"Charlotte Matthews","Flash",2,87295,55,41.5,73.5,73.5,2429.04,2420,145.2,"NJ",70,322.24,1752
6266,5648,"Road",9,60,15-JAN-98,19-JAN-98,04-FEB-98,29387,29387,12512,"Bonded",2,"Conrad Fisher","Flash",424,98766,57,41.5,73.5,73.5,3445.43,3440,206.4,"FL",70,587.13,2580
6267,5649,"Mountain full",9,21,07-SEP-98,11-SEP-98,13-SEP-98,87295,76432,29387,"Bonded",2,"Clarence Hardin","Flash",2,34192,59.8,42.4,71,73,1824.23,1820,131.95,"CA",70,253.9,1170
6268,5650,"Mountain",7,16.5,22-MAY-98,26-MAY-98,19-JUN-98,29387,87295,87295,"TIG Welded",2,"Laura Keen","Roman",2,46583,58.2,42.3,70.5,73,2433.7,2430,151.88,"IL",70,136.25,1943
6269,5651,"Road",13,56,08-MAY-98,12-MAY-98,23-MAY-98,51512,37453,51512,"TIG Welded",2,"Fred Richardson","Roman",4642,98766,55,41.5,73.5,73.5,3180.35,3180,230.55,"CA",70,302.1,2580
6975,6357,"Road",6,60,15-MAY-98,19-MAY-98,28-MAY-98,87295,87295,29387,"Bonded",2,"Natasha Phillips","Roman",5075,29387,57,41.5,73.5,73.5,3246.88,3240,234.9,"CA",70,373.63,2580
6976,6358,"Road",13,50,13-JUN-98,17-JUN-98,09-JUL-98,29387,29387,12512,"TIG Welded",2,"Alvie Elliott","Block",39,89097,53,41.5,73,73.5,3584.62,3580,143.2,"GA",70,736.8,2580
6977,6359,"Mountain",10,19.5,15-MAY-98,19-MAY-98,27-MAY-98,29387,29387,12512,"TIG Welded",2,"Sharon Cole","Block",5473,34192,59.3,42.3,71,73,1761.12,1760,105.6,"NJ",70,186.04,1170
6978,6360,"Mountain full",1,16.5,26-MAR-98,30-MAR-98,13-APR-98,51512,87295,12512,"TIG Welded",2,"Vicky Middleton","English",1,89097,58.2,42.3,70.5,73,2122,2120,0,"PA",70,148.09,1596
6979,6361,"Mountain full",1,19.5,14-APR-98,18-APR-98,27-APR-98,15293,87295,89097,"Bonded",2,"Howard Johns","Block",2,51512,59.3,42.3,71,73,2508.84,2500,156.25,"IL",70,217.04,1943
6980,6362,"Mountain full",9,18,04-OCT-98,08-OCT-98,12-OCT-98,87295,15293,87295,"TIG Welded",2,"Chris Fuller","Script",3383,89097,59.2,42.3,71,73,2476.76,2470,172.9,"RI",70,182.55,1943
6981,6363,"Mountain full",13,19.5,14-APR-98,18-APR-98,08-MAY-98,51512,51512,87295,"Bonded",2,"Leisha Hudson","Flash",3852,15293,59.3,42.3,71,73,2214.97,2210,88.4,"AL",70,248.05,1596
6982,6364,"Mountain full",7,21,02-MAY-98,06-MAY-98,16-MAY-98,29387,51512,15293,"TIG Welded",2,"Shirley McKinney","English",1,46583,59.8,42.4,71,73,2495.89,2490,99.6,"GA",70,203.12,1943
6983,6365,"Mountain full",2,19.5,11-APR-98,15-APR-98,11-MAY-98,89097,89097,87295,"TIG Welded",2,"Gaylen Tabor","Roman",778,98766,59.3,42.3,71,73,2451.17,2450,147,"NC",70,155.03,1943
6984,6366,"Road",10,50,10-OCT-98,14-OCT-98,04-NOV-98,15293,51512,93736,"Bonded",2,"Tracy May","Flash",1,87295,53,41.5,73,73.5,3370.49,3370,168.5,"MI",70,506.55,2580
6985,6367,"Road",8,47,26-JUN-98,30-JUN-98,08-JUL-98,89097,37453,12512,"Bonded",2,"Rufus Gilbert","Block",2,46583,51.7,41.5,72.5,73.5,1675.8,1670,116.9,"MS",70,351.3,913
6986,6368,"Mountain full",9,18,14-APR-98,18-APR-98,11-MAY-98,29387,29387,29387,"Bonded",2,"Clive Hester","Script",2,46583,59.2,42.3,71,73,1814.46,1810,108.6,"KY",70,243.4,1170
6987,6369,"Road",6,58,21-AUG-98,25-AUG-98,16-SEP-98,29387,87295,29387,"Welded",2,"James Redford","Flash",2,87295,57,41.5,73.5,73.5,2322.8,2320,92.8,"GA",70,208,1752
6988,6370,"Mountain",3,18,06-SEP-98,10-SEP-98,03-OCT-98,87295,29387,51512,"TIG Welded",2,"Amy Reasoner","Roman",1,46583,59.2,42.3,71,73,2465.44,2460,178.35,"CA",70,170.38,1943
6989,6371,"Mountain full",11,21,06-OCT-98,10-OCT-98,04-NOV-98,29387,89097,89097,"TIG Welded",2,"Basil White","Flash",1199,15293,59.8,42.4,71,73,2456.53,2450,147,"FL",70,507.8,1596
6990,6372,"Mountain full",8,14.5,14-SEP-98,18-SEP-98,01-OCT-98,87295,76432,87295,"TIG Welded",2,"Derek Lawson","Flash",2,51512,53.7,42.3,70.5,73.5,2462.63,2460,178.35,"CA",70,167.36,1943
6991,6373,"Mountain",14,14.5,01-FEB-98,05-FEB-98,08-FEB-98,29387,51512,87295,"Bonded",2,"Kaye Haley","English",2,15293,53.7,42.3,70.5,73.5,2514.52,2510,150.6,"FL",70,223.15,1943
6992,6374,"Mountain full",10,19.5,25-JUN-98,29-JUN-98,24-JUL-98,51512,51512,87295,"TIG Welded",2,"Lester Tabor","Script",2,98766,59.3,42.3,71,73,2422.59,2420,96.8,"WY",70,471.3,1596
6993,6375,"Mountain",8,19.5,18-OCT-98,22-OCT-98,18-NOV-98,87295,29387,51512,"TIG Welded",2,"Maureen Moore","Script",2,29387,59.3,42.3,71,73,2439.64,2430,121.5,"SC",70,142.63,1943
6994,6376,"Road",14,54,01-FEB-98,05-FEB-98,01-MAR-98,87295,37453,89097,"Bonded",2,"Pierre Ferguson","Block",2,15293,55,41.5,73.5,73.5,2494.11,2490,155.63,"UT",70,392.2,1752
6995,6377,"Mountain full",12,21,09-JUN-98,13-JUN-98,20-JUN-98,87295,87295,29387,"TIG Welded",2,"Shannon Carver","English",1,87295,59.8,42.4,71,73,2120.05,2120,84.8,"LA",70,145.99,1596
6996,6378,"Road",7,62,14-MAY-98,18-MAY-98,03-JUN-98,15293,29387,89097,"Bonded",2,"Jessica Parrish","English",2,51512,58.5,41.5,74,73.5,1706.81,1700,144.5,"NY",70,384.65,913
6997,6379,"Mountain",2,21,26-MAR-98,30-MAR-98,05-APR-98,87295,51512,51512,"TIG Welded",2,"Carrie Taylor","Roman",5462,51512,59.8,42.4,71,73,2495.89,2490,171.81,"KS",70,203.12,1943
6998,6380,"Mountain full",14,19.5,14-JUL-98,18-JUL-98,05-AUG-98,89097,29387,87295,"TIG Welded",2,"Avery Petty","Flash",3053,89097,59.3,42.3,71,73,2168.83,2160,129.6,"KY",70,198.44,1596
6999,6381,"Mountain full",13,18,24-MAR-98,28-MAR-98,20-APR-98,51512,51512,51512,"Bonded",2,"Becky Farley","English",2,15293,59.2,42.3,71,73,2505.06,2500,0,"PA",70,212.98,1943
7000,6382,"Road",3,58,16-APR-98,20-APR-98,03-MAY-98,87295,87295,51512,"TIG Welded",2,"Basil Young","Roman",2763,46583,57,41.5,73.5,73.5,1571.55,1570,78.5,"OH",70,239.2,913
7001,6383,"Mountain full",1,16.5,04-JUN-98,08-JUN-98,19-JUN-98,51512,87295,87295,"TIG Welded",2,"Elizabeth Hunton","Flash",2,46583,58.2,42.3,70.5,73,1714.81,1710,85.5,"ID",70,136.25,1170
7002,6384,"Mountain full",12,19.5,18-OCT-98,22-OCT-98,27-OCT-98,89097,15293,12512,"TIG Welded",2,"Vern Collins","Block",1,89097,59.3,42.3,71,73,2468.48,2460,172.2,"RI",70,173.64,1943
7003,6385,"Mountain",1,21,01-JUN-98,05-JUN-98,07-JUN-98,89097,51512,89097,"TIG Welded",2,"Golda Cole","Roman",2,89097,59.8,42.4,71,73,1765.2,1760,88,"MI",70,190.43,1170
7004,6386,"Mountain full",1,18,16-APR-98,20-APR-98,27-APR-98,29387,87295,87295,"TIG Welded",2,"Jeff Goff","Flash",2,87295,59.2,42.3,71,73,2018.19,2010,145.73,"CA",70,462.46,1170
7005,6387,"Mountain",6,21,13-MAR-98,17-MAR-98,13-APR-98,87295,51512,51512,"TIG Welded",2,"Hoyt Marlow","Flash",1,87295,59.8,42.4,71,73,2755.63,2750,233.75,"NY",70,482.41,1943
7006,6388,"Mountain full",12,19.5,03-AUG-98,07-AUG-98,13-AUG-98,51512,37453,51512,"TIG Welded",2,"Cassy Hicks","English",5927,89097,59.3,42.3,71,73,1761.12,1760,114.4,"WA",70,186.04,1170
7007,6389,"Mountain full",9,21,15-JAN-98,19-JAN-98,21-JAN-98,15293,87295,15293,"TIG Welded",2,"Burt Martin","Roman",2,46583,59.8,42.4,71,73,1777,1770,88.5,"IN",70,203.12,1170
7008,6390,"Mountain full",12,16.5,10-AUG-98,14-AUG-98,10-SEP-98,15293,76432,29387,"TIG Welded",2,"Lou Ann Lee","Flash",5057,89097,58.2,42.3,70.5,73,2006.8,2000,100,"MI",70,450.21,1170
7009,6391,"Mountain full",3,21,19-FEB-98,23-FEB-98,20-MAR-98,15293,76432,12512,"Welded",2,"Sandy Zhang","Roman",326,89097,59.8,42.4,71,73,2425.05,2420,96.8,"GA",70,126.95,1943
7010,6392,"Mountain full",2,16.5,22-FEB-98,26-FEB-98,02-MAR-98,29387,76432,15293,"Bonded",2,"Jesus Kirby","English",2,89097,58.2,42.3,70.5,73,2177.1,2170,0,"PA",70,207.33,1596
7011,6393,"Mountain full",8,16.5,19-JAN-98,23-JAN-98,06-FEB-98,87295,87295,15293,"TIG Welded",2,"Danielle Allen","English",2,51512,58.2,42.3,70.5,73,2433.7,2430,121.5,"OH",70,136.25,1943
7012,6394,"Mountain full",2,18,18-JUL-98,22-JUL-98,12-AUG-98,87295,76432,89097,"Bonded",2,"Alfred Walker","Block",3033,87295,59.2,42.3,71,73,2505.06,2500,125,"OH",70,212.98,1943
7013,6395,"Mountain",11,19.5,15-SEP-98,19-SEP-98,08-OCT-98,87295,29387,89097,"TIG Welded",2,"Sharon Key","Roman",5821,89097,59.3,42.3,71,73,2768.36,2760,172.5,"IL",70,496.1,1943
7014,6396,"Mountain",2,21,14-MAR-98,18-MAR-98,22-MAR-98,87295,89097,12512,"TIG Welded",2,"Lessie Hudson","English",128,34192,59.8,42.4,71,73,2060.35,2060,128.75,"IL",70,507.8,1170
7015,6397,"Mountain full",13,21,08-JAN-98,12-JAN-98,01-FEB-98,51512,29387,89097,"TIG Welded",2,"Kaye England","Flash",4081,46583,59.8,42.4,71,73,2173.18,2170,108.5,"OH",70,203.12,1596
7016,6398,"Mountain full",10,21,11-JUN-98,15-JUN-98,17-JUN-98,15293,37453,51512,"TIG Welded",2,"Peggy Hurt","English",3777,87295,59.8,42.4,71,73,2120.05,2120,180.2,"NY",70,145.99,1596
7017,6399,"Road",6,62,16-FEB-98,20-FEB-98,18-MAR-98,29387,87295,51512,"TIG Welded",2,"Geneva Cole","Block",2009,46583,58.5,41.5,74,73.5,3134.48,3130,266.05,"NY",70,252.77,2580
7018,6400,"Mountain full",14,19.5,01-JUN-98,05-JUN-98,09-JUN-98,51512,37453,87295,"Bonded",2,"Rosie Proctor","English",2,46583,59.3,42.3,71,73,2624.19,2620,0,"PA",70,341.07,1943
7019,6401,"Mountain full",13,16.5,30-AUG-98,03-SEP-98,27-SEP-98,51512,76432,87295,"TIG Welded",2,"Julian Lancaster","Flash",1,29387,58.2,42.3,70.5,73,2461.25,2460,0,"PA",70,165.87,1943
7020,6402,"Mountain full",6,18,20-FEB-98,24-FEB-98,03-MAR-98,87295,87295,12512,"TIG Welded",2,"Russell Baker","Script",611,89097,59.2,42.3,71,73,2040.82,2040,102,"MD",70,486.8,1170
7021,6403,"Mountain",3,16.5,20-MAR-98,24-MAR-98,31-MAR-98,29387,76432,87295,"Bonded",2,"Anna Gibson","Roman",2,46583,58.2,42.3,70.5,73,2516.33,2510,125.5,"IA",70,225.1,1943
7774,7156,"Mountain full",9,16.5,28-AUG-98,01-SEP-98,10-SEP-98,51512,51512,29387,"TIG Welded",2,"Paul Coffey","Roman",1,89097,58.2,42.3,70.5,73,2472.26,2470,123.5,"MA",70,177.71,1943
7775,7157,"Mountain full",3,19.5,14-SEP-98,18-SEP-98,03-OCT-98,51512,51512,29387,"Welded",2,"Basil Love","English",2,34192,59.3,42.3,71,73,2422.34,2420,151.25,"IL",70,124.03,1943
7776,7158,"Road",6,58,24-MAR-98,28-MAR-98,30-MAR-98,29387,29387,15293,"Bonded",2,"Clyde Farley","English",2,29387,57,41.5,73.5,73.5,2467.88,2460,123,"MI",70,364,1752
